target_id	length	eff_length	est_counts	tpm
HORVU.MOREX.r2.5HG0371460.1	303	71.7663	2	0.782022
HORVU.MOREX.r2.5HG0371470.1	297	68.3897	43	17.6436
HORVU.MOREX.r2.5HG0371480.1	375	125.502	0	0
HORVU.MOREX.r2.5HG0371490.1	462	208.477	494	66.4934
HORVU.MOREX.r2.5HG0371500.1	480	226.292	0	0
HORVU.MOREX.r2.5HG0371510.1	987	732.817	10	0.382925
HORVU.MOREX.r2.5HG0371520.1	234	42.5331	0	0
HORVU.MOREX.r2.5HG0371530.1	633	378.861	0	0
HORVU.MOREX.r2.5HG0371540.1	3711	3456.82	54.405	0.441643
HORVU.MOREX.r2.5HG0371550.1	1479	1224.82	39	0.893517
HORVU.MOREX.r2.5HG0371560.1	306	73.4485	49	18.7207
HORVU.MOREX.r2.5HG0371570.1	321	82.9525	0	0
HORVU.MOREX.r2.5HG0371580.1	483	229.283	566	69.2714
HORVU.MOREX.r2.5HG0371590.1	477	223.333	0	0
HORVU.MOREX.r2.5HG0371600.1	333	91.0774	0	0
HORVU.MOREX.r2.5HG0371610.1	1419	1164.82	4	0.0963633
HORVU.MOREX.r2.5HG0371620.1	375	125.502	0	0
HORVU.MOREX.r2.5HG0371630.1	1176	921.817	0	0
HORVU.MOREX.r2.5HG0371640.1	450	196.732	98	13.9785
HORVU.MOREX.r2.5HG0371650.1	600	345.861	0	0
HORVU.MOREX.r2.5HG0371660.1	833	578.84	49	2.37546
HORVU.MOREX.r2.5HG0371670.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0371680.1	209	34.4073	0	0
HORVU.MOREX.r2.5HG0371690.1	393	142.004	0	0
HORVU.MOREX.r2.5HG0371700.1	504	250.105	0	0
HORVU.MOREX.r2.5HG0371710.1	309	75.2915	0	0
HORVU.MOREX.r2.5HG0371720.1	210	34.717	334	269.969
HORVU.MOREX.r2.5HG0371730.1	597	342.861	0	0
HORVU.MOREX.r2.5HG0371740.1	1338	1083.82	0	0
HORVU.MOREX.r2.5HG0371750.1	756	501.861	37	2.06884
HORVU.MOREX.r2.5HG0371760.1	522	268.047	0	0
HORVU.MOREX.r2.5HG0371770.1	444	190.84	0	0
HORVU.MOREX.r2.5HG0371780.1	360	112.49	6	1.49674
HORVU.MOREX.r2.5HG0371790.1	360	112.49	0	0
HORVU.MOREX.r2.5HG0371800.1	849	594.84	0	0
HORVU.MOREX.r2.5HG0371810.1	696	441.861	0	0
HORVU.MOREX.r2.5HG0371820.1	354	107.498	0	0
HORVU.MOREX.r2.5HG0371830.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0371840.1	369	120.33	0	0
HORVU.MOREX.r2.5HG0371850.1	279	59.2301	0	0
HORVU.MOREX.r2.5HG0371860.1	402	150.347	0	0
HORVU.MOREX.r2.5HG0371870.1	342	97.8492	0	0
HORVU.MOREX.r2.5HG0371880.1	1812	1557.82	1441	25.9571
HORVU.MOREX.r2.5HG0371890.1	417	164.596	0	0
HORVU.MOREX.r2.5HG0371900.1	387	136.333	0	0
HORVU.MOREX.r2.5HG0371910.1	690	435.861	0	0
HORVU.MOREX.r2.5HG0371920.1	405	153.188	2	0.366366
HORVU.MOREX.r2.5HG0371930.1	309	75.2915	375.939	140.114
HORVU.MOREX.r2.5HG0371940.1	598	343.861	0	0
HORVU.MOREX.r2.5HG0371950.1	561	306.922	442	40.4114
HORVU.MOREX.r2.5HG0371960.1	198	30.8105	0	0
HORVU.MOREX.r2.5HG0371970.1	204	32.6987	0	0
HORVU.MOREX.r2.5HG0371980.1	885	630.817	0	0
HORVU.MOREX.r2.5HG0371990.1	381	130.812	0	0
HORVU.MOREX.r2.5HG0372000.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0372010.1	1272	1017.82	261	7.19582
HORVU.MOREX.r2.5HG0372020.1	481	227.292	0	0
HORVU.MOREX.r2.5HG0372030.1	1404	1149.82	14	0.341671
HORVU.MOREX.r2.5HG0372040.1	537	282.976	0	0
HORVU.MOREX.r2.5HG0372050.1	489	235.24	0	0
HORVU.MOREX.r2.5HG0372060.1	819	564.861	37.6571	1.87075
HORVU.MOREX.r2.5HG0372070.1	1389	1134.82	2467	61.0032
HORVU.MOREX.r2.5HG0372080.1	360	112.49	0	0
HORVU.MOREX.r2.5HG0372090.1	1149	894.817	188	5.89567
HORVU.MOREX.r2.5HG0372100.1	471	217.382	0	0
HORVU.MOREX.r2.5HG0372110.1	393	142.004	0	0
HORVU.MOREX.r2.5HG0372120.1	819	564.861	0	0
HORVU.MOREX.r2.5HG0372130.1	1680	1425.82	0	0
HORVU.MOREX.r2.5HG0372140.1	309	75.2915	3	1.11811
HORVU.MOREX.r2.5HG0372150.1	582	327.898	0	0
HORVU.MOREX.r2.5HG0372160.1	296	67.8398	0	0
HORVU.MOREX.r2.5HG0372170.1	204	32.6987	0	0
HORVU.MOREX.r2.5HG0372180.1	429	176.152	0	0
HORVU.MOREX.r2.5HG0372190.1	624	369.861	0	0
HORVU.MOREX.r2.5HG0372200.1	870	615.817	327	14.9007
HORVU.MOREX.r2.5HG0372210.1	1107	852.817	0	0
HORVU.MOREX.r2.5HG0372220.1	390	139.152	0	0
HORVU.MOREX.r2.5HG0372230.1	504	250.105	164	18.4005
HORVU.MOREX.r2.5HG0372240.1	462	208.477	0	0
HORVU.MOREX.r2.5HG0372250.1	561	306.922	0	0
HORVU.MOREX.r2.5HG0372260.1	312	77.1918	0	0
HORVU.MOREX.r2.5HG0372270.1	1125	870.817	0	0
HORVU.MOREX.r2.5HG0372280.1	366	117.709	0	0
HORVU.MOREX.r2.5HG0372290.1	2208	1953.82	3	0.043087
HORVU.MOREX.r2.5HG0372300.1	333	91.0774	0	0
HORVU.MOREX.r2.5HG0372310.1	702	447.861	0	0
HORVU.MOREX.r2.5HG0372320.1	201	31.7254	0	0
HORVU.MOREX.r2.5HG0372330.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0372340.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0372350.1	3429	3174.82	146	1.29046
HORVU.MOREX.r2.5HG0372360.1	378	128.14	0	0
HORVU.MOREX.r2.5HG0372370.1	342	97.8492	0	0
HORVU.MOREX.r2.5HG0372380.1	333	91.0774	0	0
HORVU.MOREX.r2.5HG0372390.1	516	262.077	0	0
HORVU.MOREX.r2.5HG0372400.1	438	184.958	16	2.42749
HORVU.MOREX.r2.5HG0372410.1	1938	1683.82	260	4.33299
HORVU.MOREX.r2.5HG0372420.1	2049	1794.82	166	2.59536
HORVU.MOREX.r2.5HG0372430.1	195	29.8803	0	0
HORVU.MOREX.r2.5HG0372440.1	1641	1386.82	0	0
HORVU.MOREX.r2.5HG0372450.1	198	30.8105	0	0
HORVU.MOREX.r2.5HG0372460.1	690	435.861	0	0
HORVU.MOREX.r2.5HG0372470.1	423	170.365	0	0
HORVU.MOREX.r2.5HG0372480.1	321	82.9525	0	0
HORVU.MOREX.r2.5HG0372490.1	2502	2247.82	79	0.986224
HORVU.MOREX.r2.5HG0372500.1	444	190.84	0	0
HORVU.MOREX.r2.5HG0372510.1	408	156.02	0	0
HORVU.MOREX.r2.5HG0372520.1	1602	1347.82	146	3.0397
HORVU.MOREX.r2.5HG0372530.1	1674	1419.82	0	0
HORVU.MOREX.r2.5HG0372540.1	363	115.099	0	0
HORVU.MOREX.r2.5HG0372550.1	363	115.099	0	0
HORVU.MOREX.r2.5HG0372560.1	408	156.02	3	0.539573
HORVU.MOREX.r2.5HG0372570.1	489	235.24	15147	1806.86
HORVU.MOREX.r2.5HG0372580.1	216	36.478	0	0
HORVU.MOREX.r2.5HG0372590.1	1503	1248.82	55	1.23587
HORVU.MOREX.r2.5HG0372600.1	423	170.365	0	0
HORVU.MOREX.r2.5HG0372610.1	762	507.861	0	0
HORVU.MOREX.r2.5HG0372620.1	873	618.817	0	0
HORVU.MOREX.r2.5HG0372630.1	492	238.214	0	0
HORVU.MOREX.r2.5HG0372640.1	405	153.188	9	1.64865
HORVU.MOREX.r2.5HG0372650.1	450	196.732	0	0
HORVU.MOREX.r2.5HG0372660.1	621	366.861	0	0
HORVU.MOREX.r2.5HG0372670.1	405	153.188	0	0
HORVU.MOREX.r2.5HG0372680.1	750	495.861	0	0
HORVU.MOREX.r2.5HG0372690.1	303	71.7663	0	0
HORVU.MOREX.r2.5HG0372700.1	447	193.79	385	55.7493
HORVU.MOREX.r2.5HG0372710.1	897	642.817	44	1.92077
HORVU.MOREX.r2.5HG0372720.1	777	522.861	1	0.053669
HORVU.MOREX.r2.5HG0372730.1	780	525.861	231	12.3268
HORVU.MOREX.r2.5HG0372740.1	432	179.106	0	0
HORVU.MOREX.r2.5HG0372750.1	195	29.8803	0	0
HORVU.MOREX.r2.5HG0372760.1	462	208.477	0	0
HORVU.MOREX.r2.5HG0372770.1	1221	966.817	2	0.058049
HORVU.MOREX.r2.5HG0372780.1	300	69.9903	0	0
HORVU.MOREX.r2.5HG0372790.1	360	112.49	0	0
HORVU.MOREX.r2.5HG0372800.1	2157	1902.82	120	1.76968
HORVU.MOREX.r2.5HG0372810.1	207	33.7333	0	0
HORVU.MOREX.r2.5HG0372820.1	561	306.922	0	0
HORVU.MOREX.r2.5HG0372830.1	423	170.365	0	0
HORVU.MOREX.r2.5HG0372840.1	3540	3285.82	488	4.1676
HORVU.MOREX.r2.5HG0372850.1	2241	1986.82	1965	27.7533
HORVU.MOREX.r2.5HG0372860.1	439	185.916	0	0
HORVU.MOREX.r2.5HG0372870.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0372880.1	390	139.152	3	0.604981
HORVU.MOREX.r2.5HG0372890.1	567	312.922	1	0.0896755
HORVU.MOREX.r2.5HG0372900.1	2106	1851.82	0	0
HORVU.MOREX.r2.5HG0372910.1	384	133.542	0	0
HORVU.MOREX.r2.5HG0372920.1	210	34.717	107	86.4872
HORVU.MOREX.r2.5HG0372930.1	534	279.976	0	0
HORVU.MOREX.r2.5HG0372940.1	1872	1617.82	0	0
HORVU.MOREX.r2.5HG0372950.1	318	81.0015	0	0
HORVU.MOREX.r2.5HG0372960.1	468	214.422	0	0
HORVU.MOREX.r2.5HG0372970.1	330	88.8226	0	0
HORVU.MOREX.r2.5HG0372980.1	414	161.724	0	0
HORVU.MOREX.r2.5HG0372990.1	513	259.077	0	0
HORVU.MOREX.r2.5HG0373000.1	4137	3882.82	3.0863	0.0223049
HORVU.MOREX.r2.5HG0373010.1	411	158.849	0	0
HORVU.MOREX.r2.5HG0373020.1	753	498.861	177	9.95642
HORVU.MOREX.r2.5HG0373030.1	807	552.861	0	0
HORVU.MOREX.r2.5HG0373040.1	3054	2799.82	0	0
HORVU.MOREX.r2.5HG0373050.1	591	336.861	0	0
HORVU.MOREX.r2.5HG0373060.1	471	217.382	275.503	35.5641
HORVU.MOREX.r2.5HG0373070.1	417	164.596	3	0.511459
HORVU.MOREX.r2.5HG0373080.1	198	30.8105	0	0
HORVU.MOREX.r2.5HG0373090.1	1083	828.817	88	2.97943
HORVU.MOREX.r2.5HG0373100.1	780	525.861	0	0
HORVU.MOREX.r2.5HG0373110.1	357	109.998	0	0
HORVU.MOREX.r2.5HG0373120.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0373130.1	318	81.0015	0	0
HORVU.MOREX.r2.5HG0373140.1	1608	1353.82	0	0
HORVU.MOREX.r2.5HG0373150.1	336	93.2779	0	0
HORVU.MOREX.r2.5HG0373160.1	327	86.8051	0	0
HORVU.MOREX.r2.5HG0373170.1	633	378.861	0	0
HORVU.MOREX.r2.5HG0373180.1	510	256.087	0	0
HORVU.MOREX.r2.5HG0373190.1	1253	998.817	0	0
HORVU.MOREX.r2.5HG0373200.1	1041	786.817	0	0
HORVU.MOREX.r2.5HG0373210.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0373220.1	657	402.861	0	0
HORVU.MOREX.r2.5HG0373230.1	792	537.861	0	0
HORVU.MOREX.r2.5HG0373240.1	1449	1194.82	3	0.0704578
HORVU.MOREX.r2.5HG0373250.1	234	42.5331	0	0
HORVU.MOREX.r2.5HG0373260.1	345	100.192	0	0
HORVU.MOREX.r2.5HG0373270.1	540	285.976	0	0
HORVU.MOREX.r2.5HG0373280.1	1818	1563.82	649	11.6458
HORVU.MOREX.r2.5HG0373290.1	198	30.8105	0	0
HORVU.MOREX.r2.5HG0373300.1	394	142.918	0	0
HORVU.MOREX.r2.5HG0373310.1	330	88.8226	0	0
HORVU.MOREX.r2.5HG0373320.1	690	435.861	0	0
HORVU.MOREX.r2.5HG0373330.1	354	107.498	4	1.04417
HORVU.MOREX.r2.5HG0373340.1	2361	2106.82	159	2.11777
HORVU.MOREX.r2.5HG0373350.1	2763	2508.82	474	5.30174
HORVU.MOREX.r2.5HG0373360.1	309	75.2915	0	0
HORVU.MOREX.r2.5HG0373370.1	918	663.817	73.846	3.12167
HORVU.MOREX.r2.5HG0373380.1	852	597.84	0	0
HORVU.MOREX.r2.5HG0373390.1	378	128.14	0	0
HORVU.MOREX.r2.5HG0373400.1	366	117.709	0	0
HORVU.MOREX.r2.5HG0373410.1	453	199.688	0	0
HORVU.MOREX.r2.5HG0373420.1	330	88.8226	0	0
HORVU.MOREX.r2.5HG0373430.1	258	50.4703	0	0
HORVU.MOREX.r2.5HG0373440.1	492	238.214	0	0
HORVU.MOREX.r2.5HG0373450.1	378	128.14	13	2.84687
HORVU.MOREX.r2.5HG0373460.1	378	128.14	0	0
HORVU.MOREX.r2.5HG0373470.1	240	44.4104	0	0
HORVU.MOREX.r2.5HG0373480.1	855	600.84	377	17.6073
HORVU.MOREX.r2.5HG0373490.1	591	336.861	0	0
HORVU.MOREX.r2.5HG0373500.1	285	62.0768	0	0
HORVU.MOREX.r2.5HG0373510.1	1299	1044.82	173	4.64638
HORVU.MOREX.r2.5HG0373520.1	204	32.6987	0	0
HORVU.MOREX.r2.5HG0373530.1	450	196.732	0	0
HORVU.MOREX.r2.5HG0373540.1	312	77.1918	0	0
HORVU.MOREX.r2.5HG0373550.1	438	184.958	754	114.395
HORVU.MOREX.r2.5HG0373560.1	3360	3105.82	187	1.68957
HORVU.MOREX.r2.5HG0373570.1	192	29.1399	0	0
HORVU.MOREX.r2.5HG0373580.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0373590.1	270	55.0896	0	0
HORVU.MOREX.r2.5HG0373600.1	426	173.282	0	0
HORVU.MOREX.r2.5HG0373610.1	303	71.7663	0	0
HORVU.MOREX.r2.5HG0373620.1	387	136.333	0	0
HORVU.MOREX.r2.5HG0373630.1	219	37.5632	0	0
HORVU.MOREX.r2.5HG0373640.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0373650.1	318	81.0015	0	0
HORVU.MOREX.r2.5HG0373660.1	975	720.817	345	13.4308
HORVU.MOREX.r2.5HG0373670.1	309	75.2915	0	0
HORVU.MOREX.r2.5HG0373680.1	426	173.282	0	0
HORVU.MOREX.r2.5HG0373690.1	498	244.151	5.51739	0.634139
HORVU.MOREX.r2.5HG0373700.1	423	170.365	0	0
HORVU.MOREX.r2.5HG0373710.1	2730	2475.82	699	7.92261
HORVU.MOREX.r2.5HG0373720.1	264	52.8776	0	0
HORVU.MOREX.r2.5HG0373730.1	864	609.817	0	0
HORVU.MOREX.r2.5HG0373740.1	462	208.477	0	0
HORVU.MOREX.r2.5HG0373750.1	243	45.3662	0	0
HORVU.MOREX.r2.5HG0373760.1	210	34.717	0	0
HORVU.MOREX.r2.5HG0373770.1	534	279.976	0	0
HORVU.MOREX.r2.5HG0373780.1	657	402.861	0	0
HORVU.MOREX.r2.5HG0373790.1	807	552.861	0	0
HORVU.MOREX.r2.5HG0373800.1	306	73.4485	0	0
HORVU.MOREX.r2.5HG0373810.1	495	241.178	0	0
HORVU.MOREX.r2.5HG0373820.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0373830.1	405	153.188	0	0
HORVU.MOREX.r2.5HG0373840.1	495	241.178	0	0
HORVU.MOREX.r2.5HG0373850.1	315	79.0814	3	1.06453
HORVU.MOREX.r2.5HG0373860.1	444	190.84	11	1.61746
HORVU.MOREX.r2.5HG0373870.1	360	112.49	0	0
HORVU.MOREX.r2.5HG0373880.1	627	372.861	0	0
HORVU.MOREX.r2.5HG0373890.1	441	187.854	78	11.6516
HORVU.MOREX.r2.5HG0373900.1	1563	1308.82	513	10.9989
HORVU.MOREX.r2.5HG0373910.1	387	136.333	0	0
HORVU.MOREX.r2.5HG0373920.1	1059	804.817	0	0
HORVU.MOREX.r2.5HG0373930.1	582	327.898	0	0
HORVU.MOREX.r2.5HG0373940.1	744	489.861	0	0
HORVU.MOREX.r2.5HG0373950.1	2079	1824.82	711	10.9335
HORVU.MOREX.r2.5HG0373960.1	1827	1572.82	393.622	7.02281
HORVU.MOREX.r2.5HG0373970.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0373980.1	336	93.2779	0	0
HORVU.MOREX.r2.5HG0373990.1	663	408.861	0	0
HORVU.MOREX.r2.5HG0374000.1	240	44.4104	0	0
HORVU.MOREX.r2.5HG0374010.1	429	176.152	0	0
HORVU.MOREX.r2.5HG0374020.1	912	657.817	376	16.0395
HORVU.MOREX.r2.5HG0374030.1	1845	1590.82	0	0
HORVU.MOREX.r2.5HG0374040.1	849	594.84	0	0
HORVU.MOREX.r2.5HG0374050.1	489	235.24	18	2.14719
HORVU.MOREX.r2.5HG0374060.1	372	122.88	0	0
HORVU.MOREX.r2.5HG0374070.1	588	333.861	0	0
HORVU.MOREX.r2.5HG0374080.1	1104	849.817	1	0.0330205
HORVU.MOREX.r2.5HG0374090.1	513	259.077	0	0
HORVU.MOREX.r2.5HG0374100.1	564	309.922	0	0
HORVU.MOREX.r2.5HG0374110.1	558	303.922	0	0
HORVU.MOREX.r2.5HG0374120.1	429	176.152	0	0
HORVU.MOREX.r2.5HG0374130.1	1158	903.817	17	0.52781
HORVU.MOREX.r2.5HG0374140.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0374150.1	354	107.498	0	0
HORVU.MOREX.r2.5HG0374160.1	327	86.8051	0	0
HORVU.MOREX.r2.5HG0374170.1	336	93.2779	0	0
HORVU.MOREX.r2.5HG0374180.1	300	69.9903	0	0
HORVU.MOREX.r2.5HG0374190.1	192	29.1399	0	0
HORVU.MOREX.r2.5HG0374200.1	390	139.152	0	0
HORVU.MOREX.r2.5HG0374210.1	528	274.027	23	2.35528
HORVU.MOREX.r2.5HG0374220.1	372	122.88	0	0
HORVU.MOREX.r2.5HG0374230.1	381	130.812	0	0
HORVU.MOREX.r2.5HG0374240.1	240	44.4104	0	0
HORVU.MOREX.r2.5HG0374250.1	207	33.7333	0	0
HORVU.MOREX.r2.5HG0374260.1	306	73.4485	0	0
HORVU.MOREX.r2.5HG0374270.1	1524	1269.82	3	0.0662963
HORVU.MOREX.r2.5HG0374280.1	321	82.9525	0	0
HORVU.MOREX.r2.5HG0374290.1	597	342.861	0	0
HORVU.MOREX.r2.5HG0374300.1	1509	1254.82	0	0
HORVU.MOREX.r2.5HG0374310.1	1062	807.817	0	0
HORVU.MOREX.r2.5HG0374320.1	909	654.817	0	0
HORVU.MOREX.r2.5HG0374330.1	360	112.49	0	0
HORVU.MOREX.r2.5HG0374340.1	639	384.861	106	7.72879
HORVU.MOREX.r2.5HG0374350.1	1722	1467.82	0	0
HORVU.MOREX.r2.5HG0374360.1	978	723.817	3	0.116306
HORVU.MOREX.r2.5HG0374370.1	456	202.561	0	0
HORVU.MOREX.r2.5HG0374380.1	213	35.585	0	0
HORVU.MOREX.r2.5HG0374390.1	240	44.4104	0	0
HORVU.MOREX.r2.5HG0374400.1	594	339.861	0	0
HORVU.MOREX.r2.5HG0374410.1	429	176.152	309	49.2243
HORVU.MOREX.r2.5HG0374420.1	306	73.4485	0	0
HORVU.MOREX.r2.5HG0374430.1	375	125.502	0	0
HORVU.MOREX.r2.5HG0374440.1	1170	915.817	0	0
HORVU.MOREX.r2.5HG0374450.1	558	303.922	0	0
HORVU.MOREX.r2.5HG0374460.1	924	669.817	0	0
HORVU.MOREX.r2.5HG0374470.1	1014	759.817	0	0
HORVU.MOREX.r2.5HG0374480.1	582	327.898	0	0
HORVU.MOREX.r2.5HG0374490.1	990	735.817	0	0
HORVU.MOREX.r2.5HG0374500.1	747	492.861	0	0
HORVU.MOREX.r2.5HG0374510.1	390	139.152	0	0
HORVU.MOREX.r2.5HG0374520.1	600	345.861	0	0
HORVU.MOREX.r2.5HG0374530.1	282	60.6556	0	0
HORVU.MOREX.r2.5HG0374540.1	543	288.965	0	0
HORVU.MOREX.r2.5HG0374550.1	429	176.152	0	0
HORVU.MOREX.r2.5HG0374560.1	381	130.812	0	0
HORVU.MOREX.r2.5HG0374570.1	606	351.861	0	0
HORVU.MOREX.r2.5HG0374580.1	771	516.861	0	0
HORVU.MOREX.r2.5HG0374590.1	333	91.0774	496.466	152.964
HORVU.MOREX.r2.5HG0374600.1	357	109.998	121	30.868
HORVU.MOREX.r2.5HG0374610.1	597	342.861	16	1.30952
HORVU.MOREX.r2.5HG0374620.1	333	91.0774	0.132	0.0406698
HORVU.MOREX.r2.5HG0374630.1	804	549.861	0	0
HORVU.MOREX.r2.5HG0374640.1	390	139.152	0	0
HORVU.MOREX.r2.5HG0374650.1	372	122.88	0	0
HORVU.MOREX.r2.5HG0374660.1	471	217.382	0	0
HORVU.MOREX.r2.5HG0374670.1	348	102.571	0	0
HORVU.MOREX.r2.5HG0374680.1	306	73.4485	0	0
HORVU.MOREX.r2.5HG0374690.1	537	282.976	0	0
HORVU.MOREX.r2.5HG0374700.1	732	477.861	930	54.6123
HORVU.MOREX.r2.5HG0374710.1	204	32.6987	0	0
HORVU.MOREX.r2.5HG0374720.1	570	315.91	0	0
HORVU.MOREX.r2.5HG0374730.1	276	57.7882	0	0
HORVU.MOREX.r2.5HG0374740.1	363	115.099	0	0
HORVU.MOREX.r2.5HG0374750.1	237	43.5381	0	0
HORVU.MOREX.r2.5HG0374760.1	204	32.6987	0	0
HORVU.MOREX.r2.5HG0374770.1	915	660.817	0	0
HORVU.MOREX.r2.5HG0374780.1	411	158.849	0	0
HORVU.MOREX.r2.5HG0374790.1	531	277.007	0	0
HORVU.MOREX.r2.5HG0374800.1	921	666.817	0	0
HORVU.MOREX.r2.5HG0374810.1	675	420.861	0	0
HORVU.MOREX.r2.5HG0374820.1	495	241.178	0	0
HORVU.MOREX.r2.5HG0374830.1	894	639.817	0	0
HORVU.MOREX.r2.5HG0374840.1	192	29.1399	0	0
HORVU.MOREX.r2.5HG0374850.1	1809	1554.82	5249	94.7342
HORVU.MOREX.r2.5HG0374860.1	351	104.976	0	0
HORVU.MOREX.r2.5HG0374870.1	384	133.542	0	0
HORVU.MOREX.r2.5HG0374880.1	564	309.922	0	0
HORVU.MOREX.r2.5HG0374890.1	333	91.0774	0	0
HORVU.MOREX.r2.5HG0374900.1	441	187.854	45	6.72205
HORVU.MOREX.r2.5HG0374910.1	210	34.717	27	21.8239
HORVU.MOREX.r2.5HG0374920.1	1530	1275.82	1083	23.8204
HORVU.MOREX.r2.5HG0374930.1	540	285.976	0	0
HORVU.MOREX.r2.5HG0374940.1	10899	10644.8	735	1.93758
HORVU.MOREX.r2.5HG0374950.1	1620	1365.82	469	9.63584
HORVU.MOREX.r2.5HG0374960.1	753	498.861	0	0
HORVU.MOREX.r2.5HG0374970.1	573	318.91	0	0
HORVU.MOREX.r2.5HG0374980.1	954	699.817	1.5	0.0601473
HORVU.MOREX.r2.5HG0374990.1	1956	1701.82	74	1.22019
HORVU.MOREX.r2.5HG0375000.1	2064	1809.82	46	0.713235
HORVU.MOREX.r2.5HG0375010.1	846	591.84	0	0
HORVU.MOREX.r2.5HG0375020.1	300	69.9903	0	0
HORVU.MOREX.r2.5HG0375030.1	609	354.861	0	0
HORVU.MOREX.r2.5HG0375040.1	495	241.178	71	8.26095
HORVU.MOREX.r2.5HG0375050.1	420	167.46	0	0
HORVU.MOREX.r2.5HG0375060.1	492	238.214	0	0
HORVU.MOREX.r2.5HG0375070.1	1164	909.817	424	13.0774
HORVU.MOREX.r2.5HG0375080.1	243	45.3662	0	0
HORVU.MOREX.r2.5HG0375090.1	261	51.5896	5	2.71968
HORVU.MOREX.r2.5HG0375100.1	525	271.038	1	0.103533
HORVU.MOREX.r2.5HG0375110.1	369	120.33	0	0
HORVU.MOREX.r2.5HG0375120.1	339	95.5813	0	0
HORVU.MOREX.r2.5HG0375130.1	366	117.709	2	0.476793
HORVU.MOREX.r2.5HG0375140.1	318	81.0015	0	0
HORVU.MOREX.r2.5HG0375150.1	663	408.861	0	0
HORVU.MOREX.r2.5HG0375160.1	1014	759.817	0	0
HORVU.MOREX.r2.5HG0375170.1	627	372.861	0	0
HORVU.MOREX.r2.5HG0375180.1	639	384.861	36	2.62487
HORVU.MOREX.r2.5HG0375190.1	252	48.3857	0	0
HORVU.MOREX.r2.5HG0375200.1	345	100.192	0	0
HORVU.MOREX.r2.5HG0375210.1	417	164.596	0	0
HORVU.MOREX.r2.5HG0375220.1	1476	1221.82	0	0
HORVU.MOREX.r2.5HG0375230.1	633	378.861	0	0
HORVU.MOREX.r2.5HG0375240.1	201	31.7254	0	0
HORVU.MOREX.r2.5HG0375250.1	195	29.8803	651	611.372
HORVU.MOREX.r2.5HG0375260.1	438	184.958	0	0
HORVU.MOREX.r2.5HG0375270.1	417	164.596	148	25.232
HORVU.MOREX.r2.5HG0375280.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0375290.1	1221	966.817	0	0
HORVU.MOREX.r2.5HG0375300.1	1440	1185.82	0	0
HORVU.MOREX.r2.5HG0375310.1	255	49.5466	0	0
HORVU.MOREX.r2.5HG0375320.1	318	81.0015	0	0
HORVU.MOREX.r2.5HG0375330.1	336	93.2779	0	0
HORVU.MOREX.r2.5HG0375340.1	225	39.7052	0	0
HORVU.MOREX.r2.5HG0375350.1	342	97.8492	4	1.14713
HORVU.MOREX.r2.5HG0375360.1	303	71.7663	0	0
HORVU.MOREX.r2.5HG0375370.1	222	38.7205	0	0
HORVU.MOREX.r2.5HG0375380.1	1605	1350.82	65	1.35029
HORVU.MOREX.r2.5HG0375390.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0375400.1	597	342.861	0	0
HORVU.MOREX.r2.5HG0375410.1	324	84.7888	0	0
HORVU.MOREX.r2.5HG0375420.1	876	621.817	0	0
HORVU.MOREX.r2.5HG0375430.1	546	291.944	0	0
HORVU.MOREX.r2.5HG0375440.1	303	71.7663	33	12.9034
HORVU.MOREX.r2.5HG0375450.1	585	330.886	2	0.169614
HORVU.MOREX.r2.5HG0375460.1	345	100.192	3	0.840232
HORVU.MOREX.r2.5HG0375470.1	357	109.998	52	13.2656
HORVU.MOREX.r2.5HG0375480.1	2142	1887.82	270	4.01341
HORVU.MOREX.r2.5HG0375490.1	411	158.849	0	0
HORVU.MOREX.r2.5HG0375500.1	384	133.542	0	0
HORVU.MOREX.r2.5HG0375510.1	245	46.1112	0	0
HORVU.MOREX.r2.5HG0375520.1	213	35.585	0	0
HORVU.MOREX.r2.5HG0375530.1	330	88.8226	1	0.315926
HORVU.MOREX.r2.5HG0375540.1	1410	1155.82	127	3.08336
HORVU.MOREX.r2.5HG0375550.1	213	35.585	0	0
HORVU.MOREX.r2.5HG0375560.1	639	384.861	0	0
HORVU.MOREX.r2.5HG0375570.1	1269	1014.82	591	16.3421
HORVU.MOREX.r2.5HG0375580.1	1314	1059.82	90	2.38298
HORVU.MOREX.r2.5HG0375590.1	360	112.49	0	0
HORVU.MOREX.r2.5HG0375600.1	315	79.0814	0	0
HORVU.MOREX.r2.5HG0375610.1	354	107.498	0	0
HORVU.MOREX.r2.5HG0375620.1	399	147.514	0	0
