target_id	length	eff_length	est_counts	tpm
HORVU.MOREX.r2.5HG0414750.1	1134	880.461	1740	44.258
HORVU.MOREX.r2.5HG0414760.1	225	43.2676	0	0
HORVU.MOREX.r2.5HG0414770.1	1527	1273.46	40	0.70344
HORVU.MOREX.r2.5HG0414780.1	342	98.4235	0	0
HORVU.MOREX.r2.5HG0414790.1	579	325.582	0	0
HORVU.MOREX.r2.5HG0414800.1	675	421.506	0	0
HORVU.MOREX.r2.5HG0414810.1	678	424.506	7	0.369289
HORVU.MOREX.r2.5HG0414820.1	558	304.646	70	5.14583
HORVU.MOREX.r2.5HG0414830.1	483	229.875	10	0.974227
HORVU.MOREX.r2.5HG0414840.1	330	89.6568	0	0
HORVU.MOREX.r2.5HG0414850.1	609	355.551	0	0
HORVU.MOREX.r2.5HG0414860.1	510	256.767	0	0
HORVU.MOREX.r2.5HG0414870.1	2472	2218.46	0	0
HORVU.MOREX.r2.5HG0414880.1	1011	757.461	16	0.473056
HORVU.MOREX.r2.5HG0414890.1	1977	1723.46	0	0
HORVU.MOREX.r2.5HG0414900.1	1173	919.461	122	2.97152
HORVU.MOREX.r2.5HG0414910.1	1875	1621.46	49	0.676772
HORVU.MOREX.r2.5HG0414920.1	873	619.461	0	0
HORVU.MOREX.r2.5HG0414930.1	324	85.4849	0	0
HORVU.MOREX.r2.5HG0414940.1	606	352.551	0	0
HORVU.MOREX.r2.5HG0414950.1	348	103.069	0	0
HORVU.MOREX.r2.5HG0414960.1	1647	1393.46	0	0
HORVU.MOREX.r2.5HG0414970.1	972	718.461	0	0
HORVU.MOREX.r2.5HG0414980.1	1524	1270.46	0	0
HORVU.MOREX.r2.5HG0414990.1	468	214.954	0	0
HORVU.MOREX.r2.5HG0415000.1	345	100.746	0	0
HORVU.MOREX.r2.5HG0415010.1	1206	952.461	0	0
HORVU.MOREX.r2.5HG0415020.1	807	553.461	0	0
HORVU.MOREX.r2.5HG0415030.1	423	170.877	0	0
HORVU.MOREX.r2.5HG0415040.1	453	200.197	0	0
HORVU.MOREX.r2.5HG0415050.1	1953	1699.46	96	1.26506
HORVU.MOREX.r2.5HG0415060.1	3237	2983.46	106	0.795679
HORVU.MOREX.r2.5HG0415070.1	1023	769.461	30	0.873147
HORVU.MOREX.r2.5HG0415080.1	852	598.461	3	0.112263
HORVU.MOREX.r2.5HG0415090.1	396	145.156	5	0.771415
HORVU.MOREX.r2.5HG0415100.1	1668	1414.46	23	0.364158
HORVU.MOREX.r2.5HG0415110.1	888	634.461	0	0
HORVU.MOREX.r2.5HG0415120.1	1794	1540.46	0	0
HORVU.MOREX.r2.5HG0415130.1	333	91.7169	0	0
HORVU.MOREX.r2.5HG0415140.1	234	45.606	0	0
HORVU.MOREX.r2.5HG0415150.1	651	397.506	664.987	37.4646
HORVU.MOREX.r2.5HG0415160.1	249	49.695	0	0
HORVU.MOREX.r2.5HG0415170.1	1635	1381.46	0	0
HORVU.MOREX.r2.5HG0415180.1	750	496.494	1822	82.184
HORVU.MOREX.r2.5HG0415190.1	2187	1933.46	163	1.88801
HORVU.MOREX.r2.5HG0415200.1	312	77.5916	0	0
HORVU.MOREX.r2.5HG0415210.1	531	277.688	8	0.645186
HORVU.MOREX.r2.5HG0415220.1	783	529.494	0	0
HORVU.MOREX.r2.5HG0415230.1	420	168.004	1	0.133301
HORVU.MOREX.r2.5HG0415240.1	357	110.412	0	0
HORVU.MOREX.r2.5HG0415250.1	414	162.255	2	0.276047
HORVU.MOREX.r2.5HG0415260.1	300	70.5627	3	0.952135
HORVU.MOREX.r2.5HG0415270.1	237	46.4585	0	0
HORVU.MOREX.r2.5HG0415280.1	237	46.4585	0	0
HORVU.MOREX.r2.5HG0415290.1	687	433.494	0	0
HORVU.MOREX.r2.5HG0415300.1	342	98.4235	0	0
HORVU.MOREX.r2.5HG0415310.1	357	110.412	0	0
HORVU.MOREX.r2.5HG0415320.1	1758	1504.46	0	0
HORVU.MOREX.r2.5HG0415330.1	345	100.746	1	0.222293
HORVU.MOREX.r2.5HG0415340.1	465	212.037	0	0
HORVU.MOREX.r2.5HG0415350.1	387	136.793	0	0
HORVU.MOREX.r2.5HG0415360.1	420	168.004	0	0
HORVU.MOREX.r2.5HG0415370.1	324	85.4849	0	0
HORVU.MOREX.r2.5HG0415380.1	1464	1210.46	0	0
HORVU.MOREX.r2.5HG0415390.1	567	313.591	0	0
HORVU.MOREX.r2.5HG0415400.1	348	103.069	129.503	28.1385
HORVU.MOREX.r2.5HG0415410.1	333	91.7169	0	0
HORVU.MOREX.r2.5HG0415420.1	315	79.4212	0	0
HORVU.MOREX.r2.5HG0415430.1	510	256.767	0	0
HORVU.MOREX.r2.5HG0415440.1	810	556.461	46	1.8513
HORVU.MOREX.r2.5HG0415450.1	1620	1366.46	1329	21.7811
HORVU.MOREX.r2.5HG0415460.1	2331	2077.46	0	0
HORVU.MOREX.r2.5HG0415470.1	2007	1753.46	844	10.7795
HORVU.MOREX.r2.5HG0415480.1	1632	1378.46	1257	20.4218
HORVU.MOREX.r2.5HG0415490.1	246	48.9035	0	0
HORVU.MOREX.r2.5HG0415500.1	2658	2404.46	7	0.0651978
HORVU.MOREX.r2.5HG0415510.1	315	79.4212	0	0
HORVU.MOREX.r2.5HG0415520.1	420	168.004	0	0
HORVU.MOREX.r2.5HG0415530.1	432	179.621	0	0
HORVU.MOREX.r2.5HG0415540.1	1020	766.461	999	29.1896
HORVU.MOREX.r2.5HG0415550.1	1326	1072.46	793	16.5594
HORVU.MOREX.r2.5HG0415560.1	1293	1039.46	592	12.7546
HORVU.MOREX.r2.5HG0415570.1	522	268.713	160	13.3347
HORVU.MOREX.r2.5HG0415580.1	648	394.506	64	3.63311
HORVU.MOREX.r2.5HG0415590.1	390	139.568	1561	250.478
HORVU.MOREX.r2.5HG0415600.1	1317	1063.46	0	0
HORVU.MOREX.r2.5HG0415610.1	1377	1123.46	0	0
HORVU.MOREX.r2.5HG0415620.1	1248	994.461	266	5.99027
HORVU.MOREX.r2.5HG0415630.1	1221	967.461	845	19.5603
HORVU.MOREX.r2.5HG0415640.1	285	62.7646	0	0
HORVU.MOREX.r2.5HG0415650.1	561	307.6	42	3.05784
HORVU.MOREX.r2.5HG0415660.1	1479	1225.46	379	6.92616
HORVU.MOREX.r2.5HG0415670.1	876	622.461	0	0
HORVU.MOREX.r2.5HG0415680.1	1545	1291.46	5	0.0867044
HORVU.MOREX.r2.5HG0415690.1	963	709.461	0	0
HORVU.MOREX.r2.5HG0415700.1	522	268.713	0	0
HORVU.MOREX.r2.5HG0415710.1	363	115.467	0	0
HORVU.MOREX.r2.5HG0415720.1	399	147.979	0	0
HORVU.MOREX.r2.5HG0415730.1	309	75.7199	0	0
HORVU.MOREX.r2.5HG0415740.1	414	162.255	57	7.86735
HORVU.MOREX.r2.5HG0415750.1	423	170.877	16	2.09696
HORVU.MOREX.r2.5HG0415760.1	330	89.6568	0	0
HORVU.MOREX.r2.5HG0415770.1	1077	823.461	0	0
HORVU.MOREX.r2.5HG0415780.1	399	147.979	0	0
HORVU.MOREX.r2.5HG0415790.1	561	307.6	22	1.60173
HORVU.MOREX.r2.5HG0415800.1	234	45.606	0	0
HORVU.MOREX.r2.5HG0415810.1	444	191.366	0	0
HORVU.MOREX.r2.5HG0415820.1	447	194.309	0	0
HORVU.MOREX.r2.5HG0415830.1	420	168.004	0	0
HORVU.MOREX.r2.5HG0415840.1	429	176.711	0	0
HORVU.MOREX.r2.5HG0415850.1	585	331.582	387	26.138
HORVU.MOREX.r2.5HG0415860.1	453	200.197	112	12.5289
HORVU.MOREX.r2.5HG0415870.1	1185	931.461	0	0
HORVU.MOREX.r2.5HG0415880.1	516	262.728	0	0
HORVU.MOREX.r2.5HG0415890.1	303	72.1709	0	0
HORVU.MOREX.r2.5HG0415900.1	333	91.7169	0	0
HORVU.MOREX.r2.5HG0415910.1	1560	1306.46	1	0.0171418
HORVU.MOREX.r2.5HG0415920.1	582	328.582	348	23.7186
HORVU.MOREX.r2.5HG0415930.1	882	628.461	0	0
HORVU.MOREX.r2.5HG0415940.1	2187	1933.46	2	0.0231658
HORVU.MOREX.r2.5HG0415950.1	1491	1237.46	909	16.4507
HORVU.MOREX.r2.5HG0415960.1	1476	1222.46	10	0.183197
HORVU.MOREX.r2.5HG0415970.1	1728	1474.46	0	0
HORVU.MOREX.r2.5HG0415980.1	870	616.461	3825	138.956
HORVU.MOREX.r2.5HG0415990.1	1557	1303.46	5	0.0859062
HORVU.MOREX.r2.5HG0416000.1	417	165.108	0	0
HORVU.MOREX.r2.5HG0416010.1	360	112.92	0	0
HORVU.MOREX.r2.5HG0416020.1	951	697.461	221	7.09618
HORVU.MOREX.r2.5HG0416030.1	2211	1957.46	956	10.9375
HORVU.MOREX.r2.5HG0416040.1	987	733.461	6	0.183201
HORVU.MOREX.r2.5HG0416050.1	435	182.55	0	0
HORVU.MOREX.r2.5HG0416060.1	750	496.494	2	0.0902129
HORVU.MOREX.r2.5HG0416070.1	441	188.429	2	0.237704
HORVU.MOREX.r2.5HG0416080.1	360	112.92	0	0
HORVU.MOREX.r2.5HG0416090.1	411	159.415	0	0
HORVU.MOREX.r2.5HG0416100.1	2934	2680.46	874	7.30221
HORVU.MOREX.r2.5HG0416110.1	765	511.494	0	0
HORVU.MOREX.r2.5HG0416120.1	840	586.461	0	0
HORVU.MOREX.r2.5HG0416130.1	690	436.494	958	49.1519
HORVU.MOREX.r2.5HG0416140.1	1404	1150.46	282	5.48946
HORVU.MOREX.r2.5HG0416150.1	570	316.591	0	0
HORVU.MOREX.r2.5HG0416160.1	1620	1366.46	47	0.770288
HORVU.MOREX.r2.5HG0416170.1	834	580.461	1	0.0385815
HORVU.MOREX.r2.5HG0416180.1	306	73.8889	0	0
HORVU.MOREX.r2.5HG0416190.1	1494	1240.46	2	0.0361077
HORVU.MOREX.r2.5HG0416200.1	2631	2377.46	851	8.0162
HORVU.MOREX.r2.5HG0416210.1	372	123.29	1	0.181645
HORVU.MOREX.r2.5HG0416220.1	366	118.028	0	0
HORVU.MOREX.r2.5HG0416230.1	1227	973.461	0	0
HORVU.MOREX.r2.5HG0416240.1	1305	1051.46	0	0
HORVU.MOREX.r2.5HG0416250.1	1305	1051.46	0	0
HORVU.MOREX.r2.5HG0416260.1	489	235.854	0	0
HORVU.MOREX.r2.5HG0416270.1	2103	1849.46	109	1.31988
HORVU.MOREX.r2.5HG0416280.1	555	301.646	1	0.0742429
HORVU.MOREX.r2.5HG0416290.1	327	87.5523	11	2.8137
HORVU.MOREX.r2.5HG0416300.1	1995	1741.46	27	0.347218
HORVU.MOREX.r2.5HG0416310.1	351	105.5	0	0
HORVU.MOREX.r2.5HG0416320.1	1446	1192.46	75	1.40854
HORVU.MOREX.r2.5HG0416330.1	555	301.646	7	0.5197
HORVU.MOREX.r2.5HG0416340.1	351	105.5	0	0
HORVU.MOREX.r2.5HG0416350.1	384	134.023	0	0
HORVU.MOREX.r2.5HG0416360.1	1980	1726.46	154	1.99764
HORVU.MOREX.r2.5HG0416370.1	495	241.812	0	0
HORVU.MOREX.r2.5HG0416380.1	363	115.467	0	0
HORVU.MOREX.r2.5HG0416390.1	1326	1072.46	0	0
HORVU.MOREX.r2.5HG0416400.1	390	139.568	0	0
HORVU.MOREX.r2.5HG0416410.1	1326	1072.46	0	0
HORVU.MOREX.r2.5HG0416420.1	675	421.506	0	0
HORVU.MOREX.r2.5HG0416430.1	1794	1540.46	452	6.57113
HORVU.MOREX.r2.5HG0416440.1	12645	12391.5	169	0.305433
HORVU.MOREX.r2.5HG0416450.1	198	36.8427	0	0
HORVU.MOREX.r2.5HG0416460.1	774	520.494	0	0
HORVU.MOREX.r2.5HG0416470.1	1737	1483.46	0	0
HORVU.MOREX.r2.5HG0416480.1	531	277.688	6.06233	0.488916
HORVU.MOREX.r2.5HG0416490.1	342	98.4235	0	0
HORVU.MOREX.r2.5HG0416500.1	627	373.518	0	0
HORVU.MOREX.r2.5HG0416510.1	1932	1678.46	0	0
HORVU.MOREX.r2.5HG0416520.1	2466	2212.46	19.1636	0.193979
HORVU.MOREX.r2.5HG0416530.1	1203	949.461	1	0.0235871
HORVU.MOREX.r2.5HG0416540.1	1434	1180.46	40.2219	0.763069
HORVU.MOREX.r2.5HG0416550.1	1290	1036.46	0	0
HORVU.MOREX.r2.5HG0416560.1	2049	1795.46	16.5544	0.206486
HORVU.MOREX.r2.5HG0416570.1	1269	1015.46	2	0.0441082
HORVU.MOREX.r2.5HG0416580.1	1269	1015.46	0	0
HORVU.MOREX.r2.5HG0416590.1	1017	763.461	16	0.469338
HORVU.MOREX.r2.5HG0416600.1	5139	4885.46	186	0.852629
HORVU.MOREX.r2.5HG0416610.1	510	256.767	0	0
HORVU.MOREX.r2.5HG0416620.1	231	44.5752	0	0
HORVU.MOREX.r2.5HG0416630.1	651	397.506	0	0
HORVU.MOREX.r2.5HG0416640.1	570	316.591	0	0
HORVU.MOREX.r2.5HG0416650.1	1260	1006.46	0	0
HORVU.MOREX.r2.5HG0416660.1	3030	2776.46	0	0
HORVU.MOREX.r2.5HG0416670.1	2823	2569.46	752	6.55433
HORVU.MOREX.r2.5HG0416680.1	582	328.582	0	0
HORVU.MOREX.r2.5HG0416690.1	1476	1222.46	11	0.201516
HORVU.MOREX.r2.5HG0416700.1	2901	2647.46	0	0
HORVU.MOREX.r2.5HG0416710.1	366	118.028	0	0
HORVU.MOREX.r2.5HG0416720.1	312	77.5916	2	0.577255
HORVU.MOREX.r2.5HG0416730.1	300	70.5627	0	0
HORVU.MOREX.r2.5HG0416740.1	444	191.366	0	0
HORVU.MOREX.r2.5HG0416750.1	612	358.54	0	0
HORVU.MOREX.r2.5HG0416760.1	630	376.518	0	0
HORVU.MOREX.r2.5HG0416770.1	330	89.6568	0	0
HORVU.MOREX.r2.5HG0416780.1	822	568.461	9	0.354564
HORVU.MOREX.r2.5HG0416790.1	1701	1447.46	708	10.9542
HORVU.MOREX.r2.5HG0416800.1	333	91.7169	2	0.488352
HORVU.MOREX.r2.5HG0416810.1	984	730.461	1321	40.5003
HORVU.MOREX.r2.5HG0416820.1	2454	2200.46	0	0
HORVU.MOREX.r2.5HG0416830.1	543	289.646	0	0
HORVU.MOREX.r2.5HG0416840.1	594	340.582	414	27.2227
HORVU.MOREX.r2.5HG0416850.1	198	36.8427	2	1.21571
HORVU.MOREX.r2.5HG0416860.1	687	433.494	1327.96	68.605
HORVU.MOREX.r2.5HG0416870.1	1512	1258.46	7	0.124569
HORVU.MOREX.r2.5HG0416880.1	465	212.037	6	0.633713
HORVU.MOREX.r2.5HG0416890.1	309	75.7199	0	0
HORVU.MOREX.r2.5HG0416900.1	465	212.037	43	4.54161
HORVU.MOREX.r2.5HG0416910.1	417	165.108	0	0
HORVU.MOREX.r2.5HG0416920.1	1578	1324.46	1292.79	21.8595
HORVU.MOREX.r2.5HG0416930.1	438	185.484	0	0
HORVU.MOREX.r2.5HG0416940.1	1899	1645.46	0	0
HORVU.MOREX.r2.5HG0416950.1	531	277.688	0	0
HORVU.MOREX.r2.5HG0416960.1	426	173.774	0	0
HORVU.MOREX.r2.5HG0416970.1	789	535.494	0	0
HORVU.MOREX.r2.5HG0416980.1	438	185.484	281	33.9275
HORVU.MOREX.r2.5HG0416990.1	600	346.571	17	1.09852
HORVU.MOREX.r2.5HG0417000.1	723	469.494	0	0
HORVU.MOREX.r2.5HG0417010.1	549	295.646	0	0
HORVU.MOREX.r2.5HG0417020.1	399	147.979	0	0
HORVU.MOREX.r2.5HG0417030.1	438	185.484	0	0
HORVU.MOREX.r2.5HG0417040.1	1161	907.461	0	0
HORVU.MOREX.r2.5HG0417050.1	438	185.484	0	0
HORVU.MOREX.r2.5HG0417060.1	582	328.582	0	0
HORVU.MOREX.r2.5HG0417070.1	234	45.606	0	0
HORVU.MOREX.r2.5HG0417080.1	531	277.688	0	0
HORVU.MOREX.r2.5HG0417090.1	480	226.882	8	0.789664
HORVU.MOREX.r2.5HG0417100.1	492	238.833	0	0
HORVU.MOREX.r2.5HG0417110.1	453	200.197	0	0
HORVU.MOREX.r2.5HG0417120.1	222	42.7268	41	21.49
HORVU.MOREX.r2.5HG0417130.1	2991	2737.46	10	0.0818097
HORVU.MOREX.r2.5HG0417140.1	5031	4777.46	44	0.206257
HORVU.MOREX.r2.5HG0417150.1	348	103.069	0	0
HORVU.MOREX.r2.5HG0417160.1	279	60.1882	0	0
HORVU.MOREX.r2.5HG0417170.1	621	367.529	0	0
HORVU.MOREX.r2.5HG0417180.1	459	206.112	18	1.95579
HORVU.MOREX.r2.5HG0417190.1	813	559.461	1	0.0400297
HORVU.MOREX.r2.5HG0417200.1	576	322.582	95	6.59533
HORVU.MOREX.r2.5HG0417210.1	2922	2668.46	0	0
HORVU.MOREX.r2.5HG0417220.1	450	197.262	1	0.11353
HORVU.MOREX.r2.5HG0417230.1	723	469.494	0	0
HORVU.MOREX.r2.5HG0417240.1	324	85.4849	0	0
HORVU.MOREX.r2.5HG0417250.1	1278	1024.46	0	0
HORVU.MOREX.r2.5HG0417260.1	1572	1318.46	60	1.01915
HORVU.MOREX.r2.5HG0417270.1	345	100.746	8.75694	1.94661
HORVU.MOREX.r2.5HG0417280.1	366	118.028	22.5706	4.28264
HORVU.MOREX.r2.5HG0417290.1	426	173.774	2	0.25775
HORVU.MOREX.r2.5HG0417300.1	426	173.774	3	0.386624
HORVU.MOREX.r2.5HG0417310.1	438	185.484	4	0.482954
HORVU.MOREX.r2.5HG0417320.1	462	209.081	12	1.28534
HORVU.MOREX.r2.5HG0417330.1	675	421.506	0	0
HORVU.MOREX.r2.5HG0417340.1	462	209.081	3	0.321336
HORVU.MOREX.r2.5HG0417350.1	456	203.179	4	0.440894
HORVU.MOREX.r2.5HG0417360.1	414	162.255	6	0.828142
HORVU.MOREX.r2.5HG0417370.1	210	39.5328	10	5.66493
HORVU.MOREX.r2.5HG0417380.1	612	358.54	0	0
HORVU.MOREX.r2.5HG0417390.1	420	168.004	0	0
HORVU.MOREX.r2.5HG0417400.1	429	176.711	0	0
HORVU.MOREX.r2.5HG0417410.1	423	170.877	19	2.49014
HORVU.MOREX.r2.5HG0417420.1	435	182.55	3	0.368037
HORVU.MOREX.r2.5HG0417430.1	345	100.746	1	0.222293
HORVU.MOREX.r2.5HG0417440.1	1077	823.461	132	3.58991
HORVU.MOREX.r2.5HG0417450.1	2328	2074.46	3	0.0323868
HORVU.MOREX.r2.5HG0417460.1	1431	1177.46	1008	19.172
HORVU.MOREX.r2.5HG0417470.1	1524	1270.46	1	0.0176275
HORVU.MOREX.r2.5HG0417480.1	1779	1525.46	0	0
HORVU.MOREX.r2.5HG0417490.1	3174	2920.46	1	0.00766833
HORVU.MOREX.r2.5HG0417500.1	1215	961.461	22.0445	0.513477
HORVU.MOREX.r2.5HG0417510.1	333	91.7169	0	0
HORVU.MOREX.r2.5HG0417520.1	342	98.4235	0	0
HORVU.MOREX.r2.5HG0417530.1	621	367.529	0	0
HORVU.MOREX.r2.5HG0417540.1	330	89.6568	0	0
HORVU.MOREX.r2.5HG0417550.1	2907	2653.46	110	0.928394
HORVU.MOREX.r2.5HG0417560.1	402	150.831	1	0.148478
HORVU.MOREX.r2.5HG0417570.1	1020	766.461	0	0
HORVU.MOREX.r2.5HG0417580.1	744	490.494	100	4.56582
HORVU.MOREX.r2.5HG0417590.1	1740	1486.46	357	5.37857
HORVU.MOREX.r2.5HG0417600.1	1149	895.461	2830	70.777
HORVU.MOREX.r2.5HG0417610.1	312	77.5916	3584.85	1034.69
HORVU.MOREX.r2.5HG0417620.1	312	77.5916	6181.7	1784.21
HORVU.MOREX.r2.5HG0417630.1	1563	1309.46	10	0.171025
HORVU.MOREX.r2.5HG0417640.1	408	156.5	0	0
HORVU.MOREX.r2.5HG0417650.1	1560	1306.46	2	0.0342836
HORVU.MOREX.r2.5HG0417660.1	513	259.744	0	0
HORVU.MOREX.r2.5HG0417670.1	312	77.5916	0	0
HORVU.MOREX.r2.5HG0417680.1	1644	1390.46	0	0
HORVU.MOREX.r2.5HG0417690.1	324	85.4849	0	0
HORVU.MOREX.r2.5HG0417700.1	1578	1324.46	36	0.608718
HORVU.MOREX.r2.5HG0417710.1	357	110.412	1.62949	0.330512
HORVU.MOREX.r2.5HG0417720.1	312	77.5916	1986.64	573.399
HORVU.MOREX.r2.5HG0417730.1	303	72.1709	0	0
HORVU.MOREX.r2.5HG0417740.1	1965	1711.46	0	0
HORVU.MOREX.r2.5HG0417750.1	720	466.494	0	0
HORVU.MOREX.r2.5HG0417760.1	720	466.494	0	0
HORVU.MOREX.r2.5HG0417770.1	573	319.591	26	1.82193
HORVU.MOREX.r2.5HG0417780.1	651	397.506	5	0.281694
HORVU.MOREX.r2.5HG0417790.1	309	75.7199	0	0
HORVU.MOREX.r2.5HG0417800.1	1896	1642.46	20	0.272701
HORVU.MOREX.r2.5HG0417810.1	1053	799.461	0	0
HORVU.MOREX.r2.5HG0417820.1	1812	1558.46	0	0
HORVU.MOREX.r2.5HG0417830.1	315	79.4212	0	0
HORVU.MOREX.r2.5HG0417840.1	483	229.875	32	3.11753
HORVU.MOREX.r2.5HG0417850.1	915	661.461	85.3287	2.88897
HORVU.MOREX.r2.5HG0417860.1	1617	1363.46	0	0
HORVU.MOREX.r2.5HG0417870.1	1731	1477.46	0	0
HORVU.MOREX.r2.5HG0417880.1	327	87.5523	25	6.39477
HORVU.MOREX.r2.5HG0417890.1	1242	988.461	242	5.48288
HORVU.MOREX.r2.5HG0417900.1	2829	2575.46	43	0.373909
HORVU.MOREX.r2.5HG0417910.1	819	565.461	202	8.00021
HORVU.MOREX.r2.5HG0417920.1	618	364.529	20	1.22871
HORVU.MOREX.r2.5HG0417930.1	369	120.657	13	2.41293
HORVU.MOREX.r2.5HG0417940.1	2469	2215.46	0	0
HORVU.MOREX.r2.5HG0417950.1	2217	1963.46	4	0.0456237
HORVU.MOREX.r2.5HG0417960.1	420	168.004	0	0
HORVU.MOREX.r2.5HG0417970.1	438	185.484	0	0
HORVU.MOREX.r2.5HG0417980.1	2478	2224.46	0	0
HORVU.MOREX.r2.5HG0417990.1	1236	982.461	0	0
HORVU.MOREX.r2.5HG0418000.1	972	718.461	0	0
HORVU.MOREX.r2.5HG0418010.1	537	283.663	0	0
HORVU.MOREX.r2.5HG0418020.1	1701	1447.46	213	3.29553
HORVU.MOREX.r2.5HG0418030.1	336	93.928	0	0
HORVU.MOREX.r2.5HG0418040.1	858	604.461	0	0
HORVU.MOREX.r2.5HG0418050.1	1119	865.461	0	0
HORVU.MOREX.r2.5HG0418060.1	1083	829.461	0	0
HORVU.MOREX.r2.5HG0418070.1	1074	820.461	0	0
HORVU.MOREX.r2.5HG0418080.1	1149	895.461	0	0
HORVU.MOREX.r2.5HG0418090.1	390	139.568	0	0
HORVU.MOREX.r2.5HG0418100.1	1782	1528.46	0	0
HORVU.MOREX.r2.5HG0418110.1	654	400.506	1	0.0559169
HORVU.MOREX.r2.5HG0418120.1	339	96.1691	0	0
HORVU.MOREX.r2.5HG0418130.1	435	182.55	11	1.34947
HORVU.MOREX.r2.5HG0418140.1	330	89.6568	0	0
HORVU.MOREX.r2.5HG0418150.1	429	176.711	1	0.126733
HORVU.MOREX.r2.5HG0418160.1	351	105.5	0	0
HORVU.MOREX.r2.5HG0418170.1	330	89.6568	13	3.24723
HORVU.MOREX.r2.5HG0418180.1	318	81.4745	66	18.1416
HORVU.MOREX.r2.5HG0418190.1	561	307.6	0	0
HORVU.MOREX.r2.5HG0418200.1	366	118.028	244	46.2976
HORVU.MOREX.r2.5HG0418210.1	354	107.93	0	0
HORVU.MOREX.r2.5HG0418220.1	417	165.108	0	0
HORVU.MOREX.r2.5HG0418230.1	2076	1822.46	0	0
HORVU.MOREX.r2.5HG0418240.1	801	547.494	44	1.79981
HORVU.MOREX.r2.5HG0418250.1	2526	2272.46	0	0
HORVU.MOREX.r2.5HG0418260.1	2529	2275.46	0	0
HORVU.MOREX.r2.5HG0418270.1	2535	2281.46	0	0
HORVU.MOREX.r2.5HG0418280.1	447	194.309	0	0
HORVU.MOREX.r2.5HG0418290.1	237	46.4585	0	0
HORVU.MOREX.r2.5HG0418300.1	2526	2272.46	0	0
HORVU.MOREX.r2.5HG0418310.1	267	55.4693	0	0
HORVU.MOREX.r2.5HG0418320.1	303	72.1709	0	0
HORVU.MOREX.r2.5HG0418330.1	1146	892.461	0	0
HORVU.MOREX.r2.5HG0418340.1	615	361.54	0	0
HORVU.MOREX.r2.5HG0418350.1	1047	793.461	0	0
HORVU.MOREX.r2.5HG0418360.1	1503	1249.46	0	0
HORVU.MOREX.r2.5HG0418370.1	2547	2293.46	0	0
HORVU.MOREX.r2.5HG0418380.1	249	49.695	0	0
HORVU.MOREX.r2.5HG0418390.1	753	499.494	0	0
HORVU.MOREX.r2.5HG0418400.1	648	394.506	0	0
HORVU.MOREX.r2.5HG0418410.1	741	487.494	5	0.229696
HORVU.MOREX.r2.5HG0418420.1	2541	2287.46	3	0.0293711
HORVU.MOREX.r2.5HG0418430.1	969	715.461	0	0
HORVU.MOREX.r2.5HG0418440.1	381	131.313	2322	396.011
HORVU.MOREX.r2.5HG0418450.1	348	103.069	0	0
HORVU.MOREX.r2.5HG0418460.1	333	91.7169	4	0.976704
HORVU.MOREX.r2.5HG0418470.1	369	120.657	0	0
HORVU.MOREX.r2.5HG0418480.1	300	70.5627	0	0
HORVU.MOREX.r2.5HG0418490.1	345	100.746	0	0
HORVU.MOREX.r2.5HG0418500.1	375	125.986	0	0
HORVU.MOREX.r2.5HG0418510.1	213	40.4089	0	0
HORVU.MOREX.r2.5HG0418520.1	309	75.7199	0	0
HORVU.MOREX.r2.5HG0418530.1	213	40.4089	0	0
HORVU.MOREX.r2.5HG0418540.1	402	150.831	0	0
HORVU.MOREX.r2.5HG0418550.1	2175	1921.46	0	0
HORVU.MOREX.r2.5HG0418560.1	519	265.713	0	0
HORVU.MOREX.r2.5HG0418570.1	606	352.551	0	0
HORVU.MOREX.r2.5HG0418580.1	462	209.081	0	0
HORVU.MOREX.r2.5HG0418590.1	4971	4717.46	722	3.42753
HORVU.MOREX.r2.5HG0418600.1	3627	3373.46	761	5.05198
HORVU.MOREX.r2.5HG0418610.1	1275	1021.46	433	9.49333
HORVU.MOREX.r2.5HG0418620.1	1965	1711.46	0	0
HORVU.MOREX.r2.5HG0418630.1	612	358.54	551	34.4165
HORVU.MOREX.r2.5HG0418640.1	1017	763.461	4	0.117334
HORVU.MOREX.r2.5HG0418650.1	489	235.854	0	0
HORVU.MOREX.r2.5HG0418660.1	1308	1054.46	2	0.0424768
HORVU.MOREX.r2.5HG0418670.1	1011	757.461	0	0
HORVU.MOREX.r2.5HG0418680.1	579	325.582	2	0.13757
HORVU.MOREX.r2.5HG0418690.1	1524	1270.46	590	10.4002
HORVU.MOREX.r2.5HG0418700.1	192	35.408	0	0
HORVU.MOREX.r2.5HG0418710.1	789	535.494	12	0.501856
HORVU.MOREX.r2.5HG0418720.1	654	400.506	7	0.391418
HORVU.MOREX.r2.5HG0418730.1	312	77.5916	11453	3305.66
HORVU.MOREX.r2.5HG0418740.1	450	197.262	0	0
HORVU.MOREX.r2.5HG0418750.1	372	123.29	0	0
HORVU.MOREX.r2.5HG0418760.1	375	125.986	0	0
HORVU.MOREX.r2.5HG0418770.1	1422	1168.46	2243	42.99
HORVU.MOREX.r2.5HG0418780.1	366	118.028	28	5.31284
HORVU.MOREX.r2.5HG0418790.1	798	544.494	111	4.56544
HORVU.MOREX.r2.5HG0418800.1	1017	763.461	72	2.11202
HORVU.MOREX.r2.5HG0418810.1	312	77.5916	2531.07	730.536
HORVU.MOREX.r2.5HG0418820.1	1251	997.461	0	0
